Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,MaritalStatus,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,Designation,MonthlyIncome,ProdTaken
50,Self Enquiry,1,27,Small Business,Female,4,4,Deluxe,5,Married,3,0,1,1,1,Manager,25245,0
30,Company Invited,3,27,Large Business,Female,3,4,Basic,3,Married,3,0,3,0,2,Executive,20835,0
42,Company Invited,1,27,Small Business,Female,2,3,Deluxe,3,Married,3,0,2,0,0,Manager,20265,0
32,Company Invited,3,27,Small Business,Female,3,4,Deluxe,3,Married,3,0,1,1,2,Manager,25610,0
58,Self Enquiry,3,27,Salaried,Female,3,3,Super Deluxe,3,Married,5,1,5,1,0,AVP,32875,0
29,Self Enquiry,1,27,Salaried,Female,2,1,Standard,5,Married,2,0,5,1,1,Senior Manager,24980,0
42,Company Invited,1,27,Small Business,Female,2,3,Deluxe,3,Married,3,0,1,0,0,Manager,20265,0
32,Company Invited,3,27,Small Business,Female,3,4,Deluxe,3,Divorced,3,0,2,1,1,Manager,25610,0
39,Company Invited,3,27,Salaried,Female,2,5,Deluxe,3,Married,7,0,5,0,0,Manager,20736,0
29,Self Enquiry,1,27,Salaried,Female,2,2,Standard,5,Married,2,0,5,1,1,Senior Manager,24980,0
35,Self Enquiry,1,27,Large Business,Female,3,2,Basic,3,Divorced,2,0,1,1,1,Executive,21263,0
30,Company Invited,3,27,Large Business,Female,3,4,Basic,3,Divorced,3,0,3,0,2,Executive,20835,0
37,Company Invited,3,27,Small Business,Female,2,3,Basic,3,Divorced,6,0,2,1,1,Executive,17973,0
34,Self Enquiry,3,27,Salaried,Male,3,1,Deluxe,3,Single,2,0,3,0,0,Manager,20337,0
46,Self Enquiry,1,27,Small Business,Male,4,6,Standard,5,Married,4,1,3,0,1,Senior Manager,29529,0
33,Self Enquiry,1,27,Small Business,Male,3,1,Basic,4,Married,2,0,1,1,1,Executive,17028,0
56,Self Enquiry,1,27,Large Business,Male,3,4,Deluxe,3,Married,5,1,1,0,1,Manager,24093,0
24,Self Enquiry,1,27,Salaried,Male,4,4,Deluxe,3,Single,2,0,4,1,3,Manager,20950,0
43,Company Invited,1,27,Small Business,Male,3,3,Basic,3,Divorced,1,0,4,0,2,Executive,17258,0
28,Self Enquiry,1,27,Small Business,Male,2,3,Basic,3,Divorced,2,0,2,0,0,Executive,17713,0
46,Self Enquiry,1,27,Small Business,Male,4,4,Super Deluxe,3,Divorced,2,1,3,0,1,AVP,32174,0
49,Self Enquiry,1,27,Small Business,Male,3,4,Basic,3,Divorced,6,0,2,0,1,Executive,20937,0
32,Self Enquiry,1,27,Salaried,Male,3,4,Deluxe,3,Married,3,0,5,0,1,Manager,22875,0
40,Company Invited,3,27,Salaried,Male,3,4,Deluxe,3,Married,4,0,3,1,1,Manager,22805,0
51,Self Enquiry,3,27,Small Business,Male,3,3,Deluxe,3,Single,1,1,5,1,1,Manager,20441,0
30,Self Enquiry,3,27,Small Business,Male,3,4,Deluxe,3,Married,4,0,1,1,1,Manager,25609,0
51,Company Invited,1,27,Small Business,Male,3,4,Super Deluxe,3,Married,4,1,4,1,2,AVP,29923,0
24,Self Enquiry,1,27,Large Business,Male,2,4,Basic,5,Married,1,0,3,0,0,Executive,17296,0
32,Company Invited,3,27,Salaried,Male,4,2,Basic,3,Divorced,2,0,5,1,2,Executive,21469,0
51,Self Enquiry,3,27,Small Business,Male,3,3,Deluxe,3,Single,1,1,5,0,2,Manager,20441,0
56,Self Enquiry,1,27,Large Business,Male,3,4,Deluxe,3,Divorced,5,1,2,1,2,Manager,24093,0
41,Self Enquiry,1,27,Large Business,Male,4,4,Standard,3,Divorced,6,0,3,1,2,Senior Manager,29000,0
46,Self Enquiry,1,27,Small Business,Male,4,4,Super Deluxe,3,Married,2,1,3,1,2,AVP,32174,0
31,Self Enquiry,1,27,Salaried,Male,3,4,Deluxe,5,Divorced,2,0,4,1,1,Manager,28635,0
31,Self Enquiry,1,27,Salaried,Male,3,4,Deluxe,5,Married,2,0,4,0,2,Manager,28635,0
34,Self Enquiry,3,27,Salaried,Male,3,2,Deluxe,3,Single,2,0,3,1,0,Manager,20337,0
20,Self Enquiry,3,27,Small Business,Male,2,1,Basic,3,Single,2,0,3,1,1,Executive,17678,0
43,Company Invited,1,27,Small Business,Male,3,3,Basic,3,Married,1,0,4,1,2,Executive,17258,0
39,Self Enquiry,3,27,Salaried,Male,2,4,Deluxe,3,Divorced,4,1,1,0,1,Manager,21120,0
32,Company Invited,3,27,Salaried,Male,4,2,Basic,3,Married,2,0,5,1,1,Executive,21469,0
49,Self Enquiry,1,26,Small Business,Female,3,3,Deluxe,5,Divorced,2,0,2,1,2,Manager,21567,0
29,Company Invited,3,26,Large Business,Female,2,3,Basic,3,Divorced,2,0,3,0,1,Executive,17157,0
35,Company Invited,1,26,Small Business,Female,3,4,Deluxe,4,Married,6,0,3,1,1,Manager,23122,0
31,Company Invited,3,26,Small Business,Female,2,3,Deluxe,3,Divorced,2,0,2,1,0,Manager,21932,0
55,Self Enquiry,1,26,Small Business,Female,4,4,Deluxe,5,Married,2,1,3,0,1,Manager,24163,0
31,Company Invited,3,26,Small Business,Female,2,3,Deluxe,3,Married,2,0,1,1,1,Manager,21932,0
29,Company Invited,3,26,Large Business,Female,2,3,Basic,3,Married,2,0,3,0,1,Executive,17157,0
49,Self Enquiry,1,26,Small Business,Female,3,3,Deluxe,5,Married,2,0,1,1,0,Manager,21567,0
34,Self Enquiry,1,26,Large Business,Female,2,1,Basic,3,Divorced,1,0,1,1,0,Executive,17585,0
35,Self Enquiry,1,26,Salaried,Female,3,5,Basic,3,Married,3,0,4,1,2,Executive,21607,0
55,Self Enquiry,1,26,Large Business,Male,2,3,Deluxe,3,Married,4,1,1,0,0,Manager,20415,0
29,Self Enquiry,1,26,Small Business,Male,4,5,Basic,5,Divorced,3,0,3,1,3,Executive,21874,0
38,Self Enquiry,1,26,Salaried,Male,3,4,Deluxe,3,Married,5,0,1,0,1,Manager,24446,0
55,Self Enquiry,2,26,Small Business,Male,3,4,Standard,4,Married,4,0,3,1,2,Senior Manager,29403,0
55,Self Enquiry,1,26,Large Business,Male,2,3,Deluxe,3,Divorced,4,1,2,1,1,Manager,20415,0
23,Self Enquiry,1,26,Salaried,Male,3,3,Deluxe,3,Single,1,0,4,1,2,Manager,17272,0
45,Self Enquiry,1,26,Small Business,Male,3,3,Super Deluxe,3,Married,1,1,3,1,1,AVP,28496,0
26,Self Enquiry,1,26,Small Business,Male,4,4,Basic,3,Divorced,5,0,5,1,3,Executive,22347,0
29,Self Enquiry,3,26,Small Business,Male,2,3,Deluxe,3,Married,3,0,2,1,1,Manager,21931,0
38,Self Enquiry,1,26,Salaried,Male,4,4,Basic,4,Divorced,6,0,4,1,2,Executive,21700,0
45,Self Enquiry,1,26,Small Business,Male,3,5,Standard,5,Married,3,1,3,0,0,Senior Manager,25851,0
42,Self Enquiry,1,26,Salaried,Male,3,4,Deluxe,5,Married,4,0,2,1,1,Manager,21750,0
23,Self Enquiry,1,26,Small Business,Male,4,4,Basic,3,Divorced,3,0,2,0,2,Executive,21001,0
30,Self Enquiry,1,26,Large Business,Male,3,4,Deluxe,3,Married,6,0,5,0,1,Manager,22940,0
31,Company Invited,3,26,Salaried,Male,3,1,Basic,3,Married,1,0,5,1,0,Executive,17791,0
30,Self Enquiry,3,26,Salaried,Male,4,5,Deluxe,3,Married,3,0,4,1,1,Manager,27298,0
53,Company Invited,1,26,Small Business,Male,3,4,Basic,3,Divorced,2,0,3,1,1,Executive,22936,0
40,Self Enquiry,1,26,Salaried,Male,3,4,Deluxe,3,Married,2,0,5,1,1,Manager,22580,0
28,Self Enquiry,1,26,Salaried,Male,4,5,Basic,5,Married,3,0,1,0,1,Executive,22744,0
42,Self Enquiry,1,26,Salaried,Male,3,4,Deluxe,5,Married,4,0,1,0,1,Manager,21750,0
40,Self Enquiry,1,26,Large Business,Male,3,3,Standard,3,Divorced,5,0,3,1,1,Senior Manager,25322,0
45,Self Enquiry,1,26,Small Business,Male,3,3,Super Deluxe,3,Divorced,1,1,3,0,0,AVP,28496,0
53,Company Invited,1,26,Small Business,Male,3,4,Basic,3,Married,2,0,3,1,1,Executive,22936,0
31,Company Invited,3,26,Salaried,Male,3,1,Basic,3,Divorced,1,0,5,1,1,Executive,17791,0
38,Company Invited,3,26,Small Business,Male,3,4,Standard,4,Unmarried,3,1,5,0,1,Senior Manager,26320,0
30,Self Enquiry,1,26,Salaried,Male,2,3,Deluxe,5,Divorced,1,0,4,1,0,Manager,24957,0
41,Self Enquiry,1,26,Small Business,Male,2,4,Deluxe,3,Married,2,1,1,1,1,Manager,21419,0
30,Self Enquiry,1,26,Large Business,Male,3,4,Deluxe,3,Married,6,0,5,1,1,Manager,22940,0
38,Self Enquiry,1,26,Salaried,Male,4,4,Basic,4,Married,6,0,4,0,2,Executive,21700,0
48,Self Enquiry,1,26,Small Business,Male,2,3,Basic,3,Married,5,0,1,1,0,Executive,17259,0
47,Self Enquiry,1,25,Small Business,Female,3,4,Deluxe,3,Married,4,0,5,0,1,Manager,23488,0
31,Self Enquiry,1,25,Salaried,Female,4,4,Basic,3,Unmarried,3,0,1,1,3,Executive,21310,0
37,Company Invited,1,25,Small Business,Female,4,4,Basic,3,Single,3,0,3,1,3,Executive,20831,0
37,Company Invited,1,25,Small Business,Female,4,4,Basic,3,Single,3,0,3,0,2,Executive,20831,0
47,Company Invited,1,25,Small Business,Female,3,4,Standard,3,Married,7,0,3,0,2,Senior Manager,29205,0
36,Self Enquiry,3,25,Small Business,Female,3,4,Deluxe,3,Married,3,0,4,1,2,Manager,23279,0
54,Self Enquiry,1,25,Small Business,Female,3,3,Deluxe,5,Married,1,1,3,0,2,Manager,20485,0
36,Self Enquiry,3,25,Small Business,Female,3,4,Deluxe,3,Divorced,3,0,4,1,1,Manager,23279,0
31,Self Enquiry,1,25,Salaried,Female,4,4,Basic,3,Unmarried,3,0,2,1,1,Executive,21310,0
47,Self Enquiry,1,25,Small Business,Female,3,4,Deluxe,3,Married,4,0,5,1,2,Manager,23488,0
41,Self Enquiry,1,25,Salaried,Male,2,3,Deluxe,5,Married,3,0,1,0,0,Manager,18072,0
22,Self Enquiry,1,25,Small Business,Male,3,3,Basic,3,Divorced,2,0,2,0,1,Executive,17323,0
37,Company Invited,1,25,Salaried,Male,3,2,Basic,3,Married,6,0,5,1,2,Executive,22366,0
60,Self Enquiry,1,25,Small Business,Male,4,4,Standard,3,Single,8,0,3,1,2,Senior Manager,29190,0
40,Self Enquiry,1,25,Small Business,Male,2,3,Deluxe,3,Divorced,1,1,2,1,1,Manager,17741,0
37,Self Enquiry,1,25,Salaried,Male,3,3,Basic,4,Divorced,5,0,4,1,1,Executive,18022,0
32,Self Enquiry,3,25,Salaried,Male,3,5,Standard,3,Married,4,0,3,1,2,Senior Manager,24610,0
36,Company Invited,1,25,Salaried,Male,4,4,Deluxe,3,Married,3,1,3,1,1,Manager,24367,0
34,Self Enquiry,1,25,Small Business,Male,3,3,Basic,3,Married,1,0,3,0,2,Executive,17661,0
54,Self Enquiry,2,25,Small Business,Male,2,3,Standard,4,Married,3,0,3,1,1,Senior Manager,25725,0
37,Company Invited,1,25,Salaried,Male,3,3,Basic,3,Divorced,6,0,5,0,1,Executive,22366,0
56,Company Invited,1,25,Small Business,Male,4,4,Deluxe,4,Married,5,1,5,1,2,Manager,25063,0
54,Self Enquiry,2,25,Small Business,Male,2,3,Standard,4,Divorced,3,0,3,1,0,Senior Manager,25725,0
43,Self Enquiry,1,25,Salaried,Male,3,4,Deluxe,5,Married,8,1,1,0,1,Manager,24088,0
28,Self Enquiry,1,25,Small Business,Male,3,4,Basic,5,Divorced,2,0,3,1,2,Executive,18196,0
25,Self Enquiry,1,25,Salaried,Male,3,4,Basic,3,Married,2,0,4,0,1,Executive,21452,0
36,Self Enquiry,3,25,Small Business,Male,4,4,Deluxe,5,Married,2,0,3,0,1,Manager,20822,0
39,Self Enquiry,1,25,Small Business,Male,3,6,Deluxe,3,Married,5,1,5,0,2,Manager,24489,0
34,Self Enquiry,1,25,Small Business,Male,3,3,Basic,3,Married,1,0,3,0,0,Executive,17661,0
40,Self Enquiry,1,25,Salaried,Male,3,4,Deluxe,3,Unmarried,2,0,3,0,1,Manager,23212,0
37,Company Invited,3,25,Small Business,Male,2,3,Standard,4,Unmarried,2,1,5,0,0,Senior Manager,22642,0
29,Self Enquiry,3,25,Salaried,Male,3,4,Deluxe,3,Married,2,0,4,1,0,Manager,23620,0
22,Self Enquiry,1,25,Small Business,Male,3,3,Basic,3,Married,2,0,1,1,0,Executive,17323,0
37,Company Invited,1,25,Salaried,Male,4,4,Deluxe,3,Unmarried,4,0,3,0,2,Manager,26457,0
50,Company Invited,1,25,Salaried,Male,4,4,Deluxe,3,Married,3,1,1,0,1,Manager,25482,0
37,Company Invited,1,25,Salaried,Male,4,4,Deluxe,3,Unmarried,4,0,3,1,1,Manager,26457,0
26,Self Enquiry,3,25,Salaried,Male,4,2,Deluxe,3,Divorced,4,0,1,0,1,Manager,24910,0
36,Self Enquiry,1,25,Salaried,Male,3,2,Deluxe,5,Married,3,0,3,0,2,Manager,23886,0
40,Self Enquiry,1,25,Small Business,Male,1,3,Deluxe,3,Married,1,1,1,1,0,Manager,17741,0
25,Self Enquiry,1,25,Salaried,Male,3,4,Basic,3,Divorced,2,0,4,1,1,Executive,21452,0
41,Self Enquiry,1,25,Salaried,Male,2,3,Deluxe,5,Married,3,0,2,1,0,Manager,18072,0
37,Self Enquiry,1,25,Salaried,Male,3,3,Basic,4,Married,5,0,4,0,1,Executive,18022,0
36,Company Invited,3,25,Salaried,Male,4,4,Standard,5,Divorced,3,0,4,1,1,Senior Manager,27747,0
36,Company Invited,1,25,Salaried,Male,3,4,Standard,3,Unmarried,4,0,3,0,1,Senior Manager,28040,0
36,Company Invited,1,24,Small Business,Female,3,3,Basic,3,Single,2,0,3,1,2,Executive,17153,0
30,Self Enquiry,1,24,Salaried,Female,3,3,Basic,3,Single,2,0,1,1,2,Executive,17632,0
46,Company Invited,1,24,Small Business,Female,2,3,Standard,3,Married,6,0,3,0,1,Senior Manager,25527,0
46,Company Invited,1,24,Small Business,Female,2,3,Standard,3,Divorced,6,0,3,1,0,Senior Manager,25527,0
25,Self Enquiry,1,24,Small Business,Female,3,5,Deluxe,3,Married,3,0,3,0,1,Manager,23055,0
25,Self Enquiry,1,24,Small Business,Female,3,5,Deluxe,3,Married,3,0,3,1,2,Manager,23055,0
39,Self Enquiry,1,24,Salaried,Female,4,5,Standard,3,Divorced,2,0,2,0,3,Senior Manager,27501,0
36,Company Invited,1,24,Small Business,Female,3,3,Basic,3,Single,2,0,3,0,1,Executive,17153,0
55,Self Enquiry,1,24,Large Business,Female,3,4,Standard,3,Divorced,2,0,5,1,1,Senior Manager,29417,0
55,Self Enquiry,3,24,Salaried,Female,2,3,Super Deluxe,4,Single,4,0,2,0,1,AVP,31835,0
51,Self Enquiry,1,24,Salaried,Female,3,5,Standard,5,Married,7,0,3,1,1,Senior Manager,31947,0
55,Self Enquiry,3,24,Salaried,Female,2,3,Super Deluxe,4,Single,4,0,1,1,0,AVP,31835,0
59,Self Enquiry,1,24,Small Business,Male,3,3,Standard,3,Unmarried,7,0,3,1,1,Senior Manager,25512,0
36,Company Invited,1,24,Salaried,Male,3,3,Deluxe,3,Unmarried,3,0,3,0,1,Manager,22779,0
45,Company Invited,1,24,Salaried,Male,4,6,Basic,3,Single,4,0,4,1,1,Executive,20968,0
49,Company Invited,1,24,Salaried,Male,3,3,Deluxe,3,Married,2,1,1,0,0,Manager,21804,0
25,Self Enquiry,1,24,Salaried,Male,4,5,Basic,4,Divorced,3,0,3,1,2,Executive,20805,0
36,Self Enquiry,3,24,Salaried,Male,4,4,Deluxe,5,Married,5,1,3,0,3,Manager,27644,0
49,Self Enquiry,1,24,Salaried,Male,2,4,King,3,Married,2,1,3,1,0,VP,34502,0
55,Company Invited,1,24,Small Business,Male,3,3,Deluxe,4,Married,4,1,5,1,1,Manager,21385,0
38,Self Enquiry,1,24,Small Business,Male,2,5,Deluxe,3,Married,4,1,5,0,1,Manager,20811,0
35,Self Enquiry,1,24,Salaried,Male,2,1,Deluxe,5,Married,2,0,3,0,1,Manager,20208,0
35,Self Enquiry,3,24,Small Business,Male,3,3,Deluxe,5,Married,1,0,3,0,0,Manager,17144,0
35,Company Invited,1,24,Salaried,Male,2,3,Standard,3,Unmarried,3,0,3,0,0,Senior Manager,24362,0
24,Self Enquiry,1,24,Salaried,Male,2,3,Basic,3,Divorced,1,0,4,1,0,Executive,17774,0
27,Self Enquiry,1,24,Small Business,Male,4,6,Basic,3,Married,3,0,3,0,3,Executive,20983,0
36,Self Enquiry,3,24,Salaried,Male,4,4,Deluxe,5,Divorced,5,1,3,1,2,Manager,27644,0
28,Self Enquiry,1,24,Large Business,Male,3,4,Basic,4,Married,2,1,4,0,1,Executive,21736,0
49,Self Enquiry,1,24,Salaried,Male,2,4,King,3,Married,2,1,3,0,1,VP,34502,0
29,Self Enquiry,1,24,Small Business,Male,4,4,Deluxe,5,Married,3,0,2,0,1,Manager,23236,0
49,Company Invited,1,24,Salaried,Male,3,3,Deluxe,3,Married,2,1,2,0,1,Manager,21804,0
25,Self Enquiry,1,24,Salaried,Male,4,5,Basic,4,Married,3,0,3,1,2,Executive,20805,0
30,Self Enquiry,2,24,Salaried,Male,3,5,Standard,5,Unmarried,3,0,3,0,1,Senior Manager,26666,0
55,Company Invited,1,24,Small Business,Male,3,3,Deluxe,4,Divorced,4,1,5,1,2,Manager,21385,0
25,Self Enquiry,3,24,Salaried,Male,3,1,Deluxe,3,Divorced,3,0,1,0,0,Manager,21232,0
37,Self Enquiry,3,24,Small Business,Male,3,5,Deluxe,4,Married,4,0,4,1,1,Manager,24185,0
35,Company Invited,1,24,Salaried,Male,3,3,Deluxe,3,Married,2,1,3,1,0,Manager,20689,0
36,Company Invited,1,24,Salaried,Male,3,3,Deluxe,3,Unmarried,3,0,3,1,0,Manager,22779,0
42,Self Enquiry,1,24,Salaried,Male,2,3,Deluxe,5,Married,7,1,1,0,0,Manager,20410,0
50,Self Enquiry,1,23,Salaried,Female,2,4,Standard,5,Married,6,0,3,1,0,Senior Manager,28269,0
38,Self Enquiry,1,23,Salaried,Female,3,4,Standard,3,Divorced,1,0,2,0,2,Senior Manager,23823,0
34,Company Invited,3,23,Salaried,Female,3,4,Deluxe,3,Married,3,1,1,0,1,Manager,24046,0
49,Self Enquiry,3,23,Salaried,Female,4,4,Deluxe,3,Married,2,0,4,1,1,Manager,25117,0
54,Self Enquiry,1,23,Large Business,Female,2,3,Standard,3,Married,1,0,5,0,0,Senior Manager,25739,0
35,Company Invited,1,23,Salaried,Female,4,5,Basic,3,Single,3,0,5,1,3,Executive,21231,0
37,Self Enquiry,3,23,Small Business,Female,4,5,Deluxe,5,Divorced,6,0,5,1,1,Manager,24325,0
35,Company Invited,1,23,Salaried,Female,4,5,Basic,3,Single,3,0,5,1,2,Executive,21231,0
30,Self Enquiry,1,23,Small Business,Female,3,3,Standard,5,Divorced,2,1,4,0,2,Senior Manager,26916,0
39,Self Enquiry,3,23,Salaried,Female,3,4,Deluxe,4,Unmarried,4,0,1,0,1,Manager,22876,0
28,Self Enquiry,1,23,Large Business,Female,3,4,Basic,4,Married,2,0,1,1,1,Executive,21489,0
42,Self Enquiry,1,23,Salaried,Female,2,1,Deluxe,5,Unmarried,4,1,1,1,1,Manager,21545,0
44,Company Invited,1,23,Salaried,Male,3,5,Basic,3,Single,3,0,4,1,0,Executive,17290,0
61,Self Enquiry,3,23,Small Business,Male,3,4,Deluxe,5,Unmarried,2,0,4,1,2,Manager,24083,0
48,Company Invited,1,23,Small Business,Male,4,2,Deluxe,3,Married,3,1,2,0,1,Manager,23745,0
36,Self Enquiry,3,23,Small Business,Male,4,4,Standard,4,Married,2,0,1,1,2,Senior Manager,26698,0
44,Company Invited,1,23,Salaried,Male,3,5,Basic,3,Single,3,0,4,1,1,Executive,17290,0
23,Company Invited,1,23,Small Business,Male,4,2,Basic,3,Married,3,1,3,0,3,Executive,21613,0
33,Company Invited,3,23,Salaried,Male,2,3,Super Deluxe,3,Single,2,0,3,1,1,AVP,32444,0
33,Company Invited,3,23,Salaried,Male,2,3,Super Deluxe,3,Single,2,0,3,1,0,AVP,32444,0
38,Self Enquiry,3,23,Small Business,Male,4,5,Deluxe,3,Married,6,0,5,1,1,Manager,25012,0
48,Company Invited,1,23,Small Business,Male,4,2,Deluxe,3,Married,3,1,1,1,1,Manager,23745,0
24,Self Enquiry,1,23,Salaried,Male,3,4,Basic,4,Divorced,2,0,3,1,1,Executive,17127,0
36,Self Enquiry,1,23,Small Business,Male,3,3,Basic,4,Divorced,2,0,3,1,2,Executive,21104,0
24,Self Enquiry,1,23,Salaried,Male,3,4,Basic,4,Married,2,0,3,1,1,Executive,17127,0
41,Company Invited,1,23,Salaried,Male,4,4,Basic,3,Married,2,0,3,1,3,Executive,22222,0
36,Self Enquiry,1,23,Small Business,Male,3,2,Basic,4,Married,2,0,4,1,2,Executive,21104,0
31,Self Enquiry,1,23,Salaried,Male,3,4,Basic,3,Married,3,0,1,0,1,Executive,21540,0
35,Self Enquiry,3,23,Salaried,Male,3,3,Deluxe,5,Divorced,4,1,3,1,1,Manager,23966,0
31,Self Enquiry,3,23,Salaried,Male,4,4,Deluxe,3,Divorced,2,0,3,0,3,Manager,23979,0
36,Self Enquiry,3,23,Small Business,Male,4,4,Standard,4,Divorced,2,0,2,1,3,Senior Manager,26698,0
41,Company Invited,1,23,Small Business,Male,3,5,Deluxe,3,Unmarried,8,0,5,0,1,Manager,23772,0
35,Self Enquiry,3,23,Salaried,Male,3,3,Deluxe,5,Married,4,1,3,0,2,Manager,23966,0
29,Self Enquiry,1,23,Small Business,Male,4,2,Deluxe,5,Unmarried,2,0,5,0,2,Manager,24339,0
36,Self Enquiry,1,23,Salaried,Male,4,4,Standard,3,Divorced,6,1,2,0,2,Senior Manager,26310,0
29,Self Enquiry,1,23,Small Business,Male,4,3,Deluxe,5,Unmarried,2,0,5,0,3,Manager,24339,0
61,Self Enquiry,3,23,Small Business,Male,3,4,Deluxe,5,Unmarried,2,0,4,1,1,Manager,24083,0
36,Self Enquiry,3,23,Small Business,Male,2,4,Deluxe,4,Married,3,0,4,1,0,Manager,20507,0
36,Self Enquiry,1,23,Salaried,Male,4,4,Standard,3,Married,6,1,1,0,1,Senior Manager,26310,0
34,Company Invited,1,22,Salaried,Female,3,4,Basic,3,Single,2,0,5,1,2,Executive,17553,0
34,Company Invited,1,22,Salaried,Female,3,4,Basic,3,Single,2,0,5,1,1,Executive,17553,0
34,Self Enquiry,1,22,Small Business,Female,4,4,Deluxe,3,Married,2,1,1,1,2,Manager,23556,0
30,Self Enquiry,1,22,Salaried,Female,4,6,Basic,3,Married,2,1,5,1,2,Executive,20846,0
30,Self Enquiry,1,22,Salaried,Female,3,5,Deluxe,3,Unmarried,2,1,3,0,1,Manager,22871,0
27,Self Enquiry,1,22,Large Business,Female,2,3,Basic,4,Divorced,1,0,2,1,0,Executive,17811,0
49,Self Enquiry,1,22,Small Business,Female,3,3,Basic,5,Married,5,1,1,1,1,Executive,17587,0
49,Self Enquiry,1,22,Salaried,Female,4,4,Basic,5,Married,2,0,1,1,1,Executive,21045,0
36,Self Enquiry,3,22,Small Business,Female,3,4,Deluxe,5,Divorced,5,0,5,1,0,Manager,20647,0
43,Self Enquiry,3,22,Small Business,Female,3,3,Super Deluxe,3,Married,6,1,3,0,0,AVP,31064,0
33,Company Invited,3,22,Salaried,Female,2,3,Deluxe,3,Married,2,1,1,0,0,Manager,20368,0
41,Self Enquiry,1,22,Salaried,Female,4,5,Standard,3,Married,3,0,1,1,2,Senior Manager,29113,0
23,Self Enquiry,1,22,Small Business,Female,3,4,Basic,3,Unmarried,3,0,2,1,2,Executive,21549,0
40,Self Enquiry,1,22,Salaried,Female,2,3,Standard,3,Unmarried,7,1,4,1,0,Senior Manager,22945,0
30,Self Enquiry,1,22,Salaried,Female,3,5,Deluxe,3,Unmarried,2,1,1,1,2,Manager,22871,0
23,Self Enquiry,1,22,Small Business,Female,3,4,Basic,3,Unmarried,3,0,1,1,2,Executive,21549,0
48,Self Enquiry,3,22,Salaried,Female,3,3,Deluxe,3,Married,1,0,4,1,0,Manager,21439,0
27,Self Enquiry,1,22,Large Business,Female,2,3,Basic,4,Married,1,0,1,1,0,Executive,17811,0
60,Self Enquiry,3,22,Small Business,Male,2,3,Deluxe,5,Single,1,0,4,1,0,Manager,20405,0
44,Company Invited,3,22,Salaried,Male,3,5,Deluxe,3,Married,5,0,5,1,1,Manager,25482,0
35,Self Enquiry,1,22,Small Business,Male,2,2,Basic,4,Divorced,1,0,3,1,1,Executive,17426,0
28,Company Invited,1,22,Small Business,Male,2,3,Basic,3,Single,2,0,3,0,0,Executive,17144,0
37,Company Invited,3,22,Small Business,Male,3,6,Deluxe,3,Married,3,0,1,1,1,Manager,24084,0
60,Self Enquiry,3,22,Small Business,Male,2,3,Deluxe,5,Single,1,0,4,1,1,Manager,20405,0
39,Self Enquiry,1,22,Salaried,Male,4,5,Standard,3,Married,2,1,5,1,3,Senior Manager,30188,0
37,Self Enquiry,3,22,Small Business,Male,3,4,Deluxe,3,Married,5,0,5,1,2,Manager,21334,0
35,Self Enquiry,1,22,Salaried,Male,3,3,Standard,3,Married,5,1,1,0,0,Senior Manager,22632,0
39,Self Enquiry,1,22,Salaried,Male,4,5,Standard,3,Married,2,1,5,1,2,Senior Manager,30188,0
40,Self Enquiry,3,22,Small Business,Male,4,4,Super Deluxe,5,Single,2,0,1,1,3,AVP,32019,0
28,Self Enquiry,1,22,Small Business,Male,3,2,Deluxe,5,Single,1,0,5,0,2,Manager,20661,0
35,Self Enquiry,3,22,Small Business,Male,3,3,Standard,4,Divorced,1,0,2,1,2,Senior Manager,23020,0
40,Company Invited,1,22,Small Business,Male,2,4,Deluxe,3,Single,7,0,5,1,1,Manager,20094,0
35,Self Enquiry,3,22,Small Business,Male,3,3,Standard,4,Married,1,0,1,1,1,Senior Manager,23020,0
28,Self Enquiry,1,22,Small Business,Male,3,1,Deluxe,5,Single,1,0,5,0,1,Manager,20661,0
35,Self Enquiry,1,22,Small Business,Male,2,1,Basic,4,Married,1,0,4,1,1,Executive,17426,0
47,Company Invited,1,22,Small Business,Male,3,1,Deluxe,3,Married,2,1,1,1,0,Manager,20067,0
35,Self Enquiry,1,22,Salaried,Male,3,3,Standard,3,Divorced,5,1,2,0,1,Senior Manager,22632,0
30,Self Enquiry,1,22,Salaried,Male,2,3,Basic,3,Married,2,0,1,0,0,Executive,17862,0
30,Self Enquiry,1,22,Salaried,Male,2,1,Deluxe,3,Married,4,0,1,1,0,Manager,20294,0
40,Company Invited,1,22,Small Business,Male,2,4,Deluxe,3,Single,7,0,5,0,0,Manager,20094,0
22,Company Invited,1,22,Small Business,Male,3,2,Basic,3,Married,2,1,3,0,0,Executive,17935,0
47,Company Invited,1,22,Small Business,Male,3,1,Deluxe,3,Married,2,1,2,0,0,Manager,20067,0
29,Self Enquiry,1,22,Salaried,Male,3,4,Basic,3,Married,3,0,4,1,2,Executive,20885,0
22,Company Invited,1,22,Small Business,Male,3,1,Basic,3,Married,2,1,3,0,2,Executive,17935,0
31,Self Enquiry,3,22,Small Business,Male,4,5,Standard,5,Married,4,0,1,0,3,Senior Manager,25818,0
35,Self Enquiry,3,21,Large Business,Female,3,4,Basic,3,Married,3,1,5,1,1,Executive,21257,0
